"configuration","problem","model","data_file","status","time","run","objective"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment30c.psp.dzn","","0.11","mznc","2464"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment30c.psp.dzn","","0.11","mznc","2454"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment30c.psp.dzn","","0.12","mznc","2444"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment30c.psp.dzn","","0.12","mznc","2421"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment30c.psp.dzn","","0.13","mznc","2397"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment30c.psp.dzn","","0.13","mznc","2387"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment30c.psp.dzn","","0.13","mznc","2377"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment30c.psp.dzn","","0.13","mznc","2348"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment30c.psp.dzn","","0.13","mznc","2338"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment30c.psp.dzn","","0.14","mznc","2328"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment30c.psp.dzn","","0.14","mznc","2321"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment30c.psp.dzn","","0.14","mznc","2311"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment30c.psp.dzn","","0.14","mznc","2306"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment30c.psp.dzn","","0.14","mznc","2296"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment30c.psp.dzn","","0.14","mznc","2284"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment30c.psp.dzn","","0.14","mznc","2274"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment30c.psp.dzn","","0.14","mznc","2255"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment30c.psp.dzn","","0.18","mznc","2249"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment30c.psp.dzn","","0.2","mznc","2244"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment30c.psp.dzn","","0.2","mznc","2234"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment30c.psp.dzn","","0.2","mznc","2224"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment30c.psp.dzn","","0.21","mznc","2222"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment30c.psp.dzn","","0.24","mznc","2212"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment30c.psp.dzn","","0.26","mznc","2209"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment30c.psp.dzn","","0.28","mznc","2199"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment30c.psp.dzn","","0.33","mznc","2189"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment30c.psp.dzn","","0.39","mznc","2184"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment30c.psp.dzn","","0.4","mznc","2174"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment30c.psp.dzn","","0.43","mznc","2164"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment30c.psp.dzn","","0.47","mznc","2159"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment30c.psp.dzn","","0.48","mznc","2149"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment30c.psp.dzn","","0.49","mznc","2141"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment30c.psp.dzn","","0.5","mznc","2132"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment30c.psp.dzn","","0.5","mznc","2122"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment30c.psp.dzn","","0.51","mznc","2112"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment30c.psp.dzn","","0.53","mznc","2102"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment30c.psp.dzn","","2.55","mznc","2101"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment30c.psp.dzn","","2.56","mznc","2091"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment30c.psp.dzn","","2.57","mznc","2089"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment30c.psp.dzn","","2.58","mznc","2079"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment30c.psp.dzn","","13.13","mznc","2056"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment30c.psp.dzn","","26.72","mznc","2046"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment30c.psp.dzn","","34.46","mznc","2037"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment30c.psp.dzn","","34.49","mznc","2027"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment30c.psp.dzn","","60.02","mznc","2025"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment30c.psp.dzn","","66.76","mznc","2013"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment30c.psp.dzn","","66.76","mznc","2003"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment30c.psp.dzn","","68.9","mznc","1978"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment30c.psp.dzn","","68.91","mznc","1969"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment30c.psp.dzn","","68.92","mznc","1959"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment30c.psp.dzn","","68.92","mznc","1949"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment30c.psp.dzn","","68.94","mznc","1939"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment30c.psp.dzn","","188.64","mznc","1934"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment30c.psp.dzn","","188.67","mznc","1924"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment30c.psp.dzn","","213.5","mznc","1914"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment30c.psp.dzn","","232.96","mznc","1911"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment30c.psp.dzn","","252.21","mznc","1903"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment30c.psp.dzn","","264.36","mznc","1895"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment30c.psp.dzn","","264.38","mznc","1866"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment30c.psp.dzn","","264.39","mznc","1857"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment30c.psp.dzn","","264.39","mznc","1847"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment30c.psp.dzn","","264.399999","mznc","1837"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment30c.psp.dzn","","264.42","mznc","1827"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment30c.psp.dzn","","264.43","mznc","1817"
"CPLEX","gbac","data/mznc2020/gbac/gbac.mzn","data/mznc2020/gbac/reduced_UD5-gbac.dzn","","11.39","mznc","1374"
"SCIP HR","hoist-benchmark-for-minizinc","data/mznc2020/hoist-benchmark-for-minizinc/hoist-benchmark.mzn","data/mznc2020/hoist-benchmark-for-minizinc/PU_2_8_1.dzn","","21.19","mznc","269"
"SCIP HR","stack-cuttingstock","data/mznc2019/stack-cuttingstock/stack-cutstock-cumu.mzn","data/mznc2019/stack-cuttingstock/d8.dzn","","1200.02","mznc","59"
"SCIP","rotating-workforce","data/mznc2019/rotating-workforce/rotating-workforce.mzn","data/mznc2019/rotating-workforce/Example1242.dzn","","34.86","mznc",""
"CBC","zephyrus","data/mznc2019/zephyrus/zephyrus.mzn","data/mznc2019/zephyrus/14__10__6__3.dzn","","18.05","mznc","1690"
"CPLEX HR","steelmillslab","data/mznc2019/steelmillslab/steelmillslab.mzn","data/mznc2019/steelmillslab/bench_20_8.dzn","","1200.28","mznc","3"
"Gurobi HR","amaze","data/mznc2019/amaze/amaze3.mzn","data/mznc2019/amaze/2012-03-19.dzn","","136.09","mznc",""
"SCIP HR","gbac","data/mznc2020/gbac/gbac.mzn","data/mznc2020/gbac/UD10-gbac.dzn","","1200.12","mznc","91"
"Gecode","stack-cuttingstock","data/mznc2019/stack-cuttingstock/stack-cutstock-cumu.mzn","data/mznc2019/stack-cuttingstock/d3.dzn","","0.08","mznc","32"
"Gecode","stack-cuttingstock","data/mznc2019/stack-cuttingstock/stack-cutstock-cumu.mzn","data/mznc2019/stack-cuttingstock/d3.dzn","","0.09","mznc","31"
"Gecode","stack-cuttingstock","data/mznc2019/stack-cuttingstock/stack-cutstock-cumu.mzn","data/mznc2019/stack-cuttingstock/d3.dzn","","0.09","mznc","30"
"Gecode","stack-cuttingstock","data/mznc2019/stack-cuttingstock/stack-cutstock-cumu.mzn","data/mznc2019/stack-cuttingstock/d3.dzn","","0.09","mznc","27"
"Gecode","stack-cuttingstock","data/mznc2019/stack-cuttingstock/stack-cutstock-cumu.mzn","data/mznc2019/stack-cuttingstock/d3.dzn","","0.09","mznc","22"
"Gecode","stack-cuttingstock","data/mznc2019/stack-cuttingstock/stack-cutstock-cumu.mzn","data/mznc2019/stack-cuttingstock/d3.dzn","","0.09","mznc","21"
"Gecode","stack-cuttingstock","data/mznc2019/stack-cuttingstock/stack-cutstock-cumu.mzn","data/mznc2019/stack-cuttingstock/d3.dzn","","0.09","mznc","19"
"Gecode","stack-cuttingstock","data/mznc2019/stack-cuttingstock/stack-cutstock-cumu.mzn","data/mznc2019/stack-cuttingstock/d3.dzn","","0.1","mznc","18"
"Gecode","stack-cuttingstock","data/mznc2019/stack-cuttingstock/stack-cutstock-cumu.mzn","data/mznc2019/stack-cuttingstock/d3.dzn","","0.1","mznc","17"
"Gecode","stack-cuttingstock","data/mznc2019/stack-cuttingstock/stack-cutstock-cumu.mzn","data/mznc2019/stack-cuttingstock/d3.dzn","","0.1","mznc","16"
"CPLEX","cable_tree_wiring","data/mznc2020/cable_tree_wiring/ctw.mzn","data/mznc2020/cable_tree_wiring/R046.dzn","","1200.21","mznc","143535"
"Gurobi","steelmillslab","data/mznc2019/steelmillslab/steelmillslab.mzn","data/mznc2019/steelmillslab/bench_20_15.dzn","","71.27","mznc","0"
"Gurobi","stochastic-vrp","data/mznc2019/stochastic-vrp/vrp-s5-v2-c6_vrp-v2-c6_det.mzn","","","366.35","mznc","247"
"Gecode HR","racp","data/mznc2020/racp/racp.mzn","data/mznc2020/racp/j30_26_2_1.0.dzn","","453.64","mznc","787"
"Gecode HR","racp","data/mznc2020/racp/racp.mzn","data/mznc2020/racp/j30_26_2_1.0.dzn","","646.49","mznc","748"
"Gecode HR","racp","data/mznc2020/racp/racp.mzn","data/mznc2020/racp/j30_26_2_1.0.dzn","","744.54","mznc","726"
"Gecode HR","racp","data/mznc2020/racp/racp.mzn","data/mznc2020/racp/j30_26_2_1.0.dzn","","782.44","mznc","712"
"Gecode HR","racp","data/mznc2020/racp/racp.mzn","data/mznc2020/racp/j30_26_2_1.0.dzn","","1185.54","mznc","704"
"CPLEX HR","sdn-chain","data/mznc2020/sdn-chain/model.mzn","data/mznc2020/sdn-chain/d10n780-1.dzn","","6.28","mznc","10"
"CPLEX HR","bnn-planner","data/mznc2020/bnn-planner/sysadmin_4_2s.mzn","","","1200.07","mznc","2"
"SCIP HR","stable-goods","data/mznc2020/stable-goods/stable-goods-solution.mzn","data/mznc2020/stable-goods/s-d6.dzn","","40.21","mznc","6264"
"Gecode HR","nside","data/mznc2019/nside/full.mzn","data/mznc2019/nside/MEDIUM_200_50.dzn","","5.17","mznc","1397"
"Gecode HR","nside","data/mznc2019/nside/full.mzn","data/mznc2019/nside/MEDIUM_200_50.dzn","","5.19","mznc","1404"
"Gecode HR","nside","data/mznc2019/nside/full.mzn","data/mznc2019/nside/MEDIUM_200_50.dzn","","5.19","mznc","1407"
"Gecode HR","nside","data/mznc2019/nside/full.mzn","data/mznc2019/nside/MEDIUM_200_50.dzn","","5.2","mznc","1447"
"Gecode HR","nside","data/mznc2019/nside/full.mzn","data/mznc2019/nside/MEDIUM_200_50.dzn","","5.21","mznc","1448"
"Gecode HR","nside","data/mznc2019/nside/full.mzn","data/mznc2019/nside/MEDIUM_200_50.dzn","","5.22","mznc","1450"
"Gecode HR","nside","data/mznc2019/nside/full.mzn","data/mznc2019/nside/MEDIUM_200_50.dzn","","5.22","mznc","1490"
"Gecode HR","nside","data/mznc2019/nside/full.mzn","data/mznc2019/nside/MEDIUM_200_50.dzn","","5.23","mznc","1511"
"Gecode HR","nside","data/mznc2019/nside/full.mzn","data/mznc2019/nside/MEDIUM_200_50.dzn","","5.24","mznc","1527"
"Gecode HR","nside","data/mznc2019/nside/full.mzn","data/mznc2019/nside/MEDIUM_200_50.dzn","","5.25","mznc","1539"
"Gecode HR","nside","data/mznc2019/nside/full.mzn","data/mznc2019/nside/MEDIUM_200_50.dzn","","5.28","mznc","1558"
"Gecode HR","nside","data/mznc2019/nside/full.mzn","data/mznc2019/nside/MEDIUM_200_50.dzn","","5.3","mznc","1562"
"Gecode HR","nside","data/mznc2019/nside/full.mzn","data/mznc2019/nside/MEDIUM_200_50.dzn","","5.31","mznc","1574"
"Gecode HR","nside","data/mznc2019/nside/full.mzn","data/mznc2019/nside/MEDIUM_200_50.dzn","","5.32","mznc","1576"
"Gecode HR","nside","data/mznc2019/nside/full.mzn","data/mznc2019/nside/MEDIUM_200_50.dzn","","5.33","mznc","1579"
"Gecode HR","nside","data/mznc2019/nside/full.mzn","data/mznc2019/nside/MEDIUM_200_50.dzn","","5.35","mznc","1589"
"Gecode HR","nside","data/mznc2019/nside/full.mzn","data/mznc2019/nside/MEDIUM_200_50.dzn","","5.36","mznc","1606"
"Gecode HR","nside","data/mznc2019/nside/full.mzn","data/mznc2019/nside/MEDIUM_200_50.dzn","","5.37","mznc","1625"
"Gecode HR","nside","data/mznc2019/nside/full.mzn","data/mznc2019/nside/MEDIUM_200_50.dzn","","5.41","mznc","1643"
"Gecode HR","nside","data/mznc2019/nside/full.mzn","data/mznc2019/nside/MEDIUM_200_50.dzn","","5.45","mznc","1657"
"Gecode HR","nside","data/mznc2019/nside/full.mzn","data/mznc2019/nside/MEDIUM_200_50.dzn","","5.47","mznc","1664"
"Gecode HR","nside","data/mznc2019/nside/full.mzn","data/mznc2019/nside/MEDIUM_200_50.dzn","","5.52","mznc","1674"
"Gecode HR","nside","data/mznc2019/nside/full.mzn","data/mznc2019/nside/MEDIUM_200_50.dzn","","5.56","mznc","1678"
"Gecode HR","nside","data/mznc2019/nside/full.mzn","data/mznc2019/nside/MEDIUM_200_50.dzn","","5.62","mznc","1682"
"Gecode HR","nside","data/mznc2019/nside/full.mzn","data/mznc2019/nside/MEDIUM_200_50.dzn","","5.67","mznc","1689"
"Gecode HR","nside","data/mznc2019/nside/full.mzn","data/mznc2019/nside/MEDIUM_200_50.dzn","","5.71","mznc","1699"
"Gecode HR","nside","data/mznc2019/nside/full.mzn","data/mznc2019/nside/MEDIUM_200_50.dzn","","5.75","mznc","1710"
"Gecode HR","nside","data/mznc2019/nside/full.mzn","data/mznc2019/nside/MEDIUM_200_50.dzn","","5.8","mznc","1720"
"Gecode HR","nside","data/mznc2019/nside/full.mzn","data/mznc2019/nside/MEDIUM_200_50.dzn","","5.84","mznc","1721"
"Gecode HR","nside","data/mznc2019/nside/full.mzn","data/mznc2019/nside/MEDIUM_200_50.dzn","","5.9","mznc","1731"
"Gecode HR","nside","data/mznc2019/nside/full.mzn","data/mznc2019/nside/MEDIUM_200_50.dzn","","5.95","mznc","1740"
"Gecode HR","nside","data/mznc2019/nside/full.mzn","data/mznc2019/nside/MEDIUM_200_50.dzn","","6.01","mznc","1741"
"Gecode HR","nside","data/mznc2019/nside/full.mzn","data/mznc2019/nside/MEDIUM_200_50.dzn","","6.07","mznc","1751"
"Gecode HR","nside","data/mznc2019/nside/full.mzn","data/mznc2019/nside/MEDIUM_200_50.dzn","","6.11","mznc","1762"
"Gecode HR","nside","data/mznc2019/nside/full.mzn","data/mznc2019/nside/MEDIUM_200_50.dzn","","6.15","mznc","1767"
"Gecode HR","nside","data/mznc2019/nside/full.mzn","data/mznc2019/nside/MEDIUM_200_50.dzn","","6.24","mznc","1768"
"Gecode HR","nside","data/mznc2019/nside/full.mzn","data/mznc2019/nside/MEDIUM_200_50.dzn","","6.31","mznc","1771"
"Gecode HR","nside","data/mznc2019/nside/full.mzn","data/mznc2019/nside/MEDIUM_200_50.dzn","","6.36","mznc","1788"
"Gecode HR","nside","data/mznc2019/nside/full.mzn","data/mznc2019/nside/MEDIUM_200_50.dzn","","6.42","mznc","1789"
"Gecode HR","nside","data/mznc2019/nside/full.mzn","data/mznc2019/nside/MEDIUM_200_50.dzn","","6.48","mznc","1793"
"Gecode HR","nside","data/mznc2019/nside/full.mzn","data/mznc2019/nside/MEDIUM_200_50.dzn","","6.56","mznc","1797"
"Gecode HR","nside","data/mznc2019/nside/full.mzn","data/mznc2019/nside/MEDIUM_200_50.dzn","","6.63","mznc","1799"
"Gecode HR","nside","data/mznc2019/nside/full.mzn","data/mznc2019/nside/MEDIUM_200_50.dzn","","6.71","mznc","1800"
"Gecode HR","nside","data/mznc2019/nside/full.mzn","data/mznc2019/nside/MEDIUM_200_50.dzn","","6.79","mznc","1803"
"Gecode HR","nside","data/mznc2019/nside/full.mzn","data/mznc2019/nside/MEDIUM_200_50.dzn","","6.87","mznc","1813"
"Gecode HR","nside","data/mznc2019/nside/full.mzn","data/mznc2019/nside/MEDIUM_200_50.dzn","","6.92","mznc","1817"
"Gecode HR","nside","data/mznc2019/nside/full.mzn","data/mznc2019/nside/MEDIUM_200_50.dzn","","6.98","mznc","1830"
"Gecode HR","nside","data/mznc2019/nside/full.mzn","data/mznc2019/nside/MEDIUM_200_50.dzn","","7.11","mznc","1831"
"Gecode HR","nside","data/mznc2019/nside/full.mzn","data/mznc2019/nside/MEDIUM_200_50.dzn","","7.2","mznc","1836"
"Gecode HR","nside","data/mznc2019/nside/full.mzn","data/mznc2019/nside/MEDIUM_200_50.dzn","","7.28","mznc","1837"
"Gecode HR","nside","data/mznc2019/nside/full.mzn","data/mznc2019/nside/MEDIUM_200_50.dzn","","7.33","mznc","1847"
"Gecode HR","nside","data/mznc2019/nside/full.mzn","data/mznc2019/nside/MEDIUM_200_50.dzn","","7.41","mznc","1848"
"Gecode HR","nside","data/mznc2019/nside/full.mzn","data/mznc2019/nside/MEDIUM_200_50.dzn","","7.53","mznc","1854"
"Gecode HR","nside","data/mznc2019/nside/full.mzn","data/mznc2019/nside/MEDIUM_200_50.dzn","","7.91","mznc","1860"
"Gecode HR","nside","data/mznc2019/nside/full.mzn","data/mznc2019/nside/MEDIUM_200_50.dzn","","7.98","mznc","1866"
"Gecode HR","nside","data/mznc2019/nside/full.mzn","data/mznc2019/nside/MEDIUM_200_50.dzn","","8.26","mznc","1869"
"Gecode HR","nside","data/mznc2019/nside/full.mzn","data/mznc2019/nside/MEDIUM_200_50.dzn","","8.43","mznc","1870"
"Gecode HR","nside","data/mznc2019/nside/full.mzn","data/mznc2019/nside/MEDIUM_200_50.dzn","","8.5","mznc","1880"
"Gecode HR","nside","data/mznc2019/nside/full.mzn","data/mznc2019/nside/MEDIUM_200_50.dzn","","8.69","mznc","1886"
"Gecode HR","nside","data/mznc2019/nside/full.mzn","data/mznc2019/nside/MEDIUM_200_50.dzn","","8.77","mznc","1889"
"Gecode HR","nside","data/mznc2019/nside/full.mzn","data/mznc2019/nside/MEDIUM_200_50.dzn","","8.89","mznc","1891"
"Gecode HR","nside","data/mznc2019/nside/full.mzn","data/mznc2019/nside/MEDIUM_200_50.dzn","","8.94","mznc","1897"
"Gecode HR","nside","data/mznc2019/nside/full.mzn","data/mznc2019/nside/MEDIUM_200_50.dzn","","8.98","mznc","1898"
"Gecode HR","nside","data/mznc2019/nside/full.mzn","data/mznc2019/nside/MEDIUM_200_50.dzn","","9.1","mznc","1908"
"Gecode HR","nside","data/mznc2019/nside/full.mzn","data/mznc2019/nside/MEDIUM_200_50.dzn","","9.21","mznc","1916"
"Gecode HR","nside","data/mznc2019/nside/full.mzn","data/mznc2019/nside/MEDIUM_200_50.dzn","","9.32","mznc","1927"
"Gecode HR","nside","data/mznc2019/nside/full.mzn","data/mznc2019/nside/MEDIUM_200_50.dzn","","9.49","mznc","1933"
"Gecode HR","nside","data/mznc2019/nside/full.mzn","data/mznc2019/nside/MEDIUM_200_50.dzn","","9.61","mznc","1936"
"Gecode HR","nside","data/mznc2019/nside/full.mzn","data/mznc2019/nside/MEDIUM_200_50.dzn","","9.73","mznc","1937"
"Gecode HR","nside","data/mznc2019/nside/full.mzn","data/mznc2019/nside/MEDIUM_200_50.dzn","","9.78","mznc","1947"
"Gecode HR","nside","data/mznc2019/nside/full.mzn","data/mznc2019/nside/MEDIUM_200_50.dzn","","9.89","mznc","1951"
"Gecode HR","nside","data/mznc2019/nside/full.mzn","data/mznc2019/nside/MEDIUM_200_50.dzn","","9.99","mznc","1952"
"Gecode HR","nside","data/mznc2019/nside/full.mzn","data/mznc2019/nside/MEDIUM_200_50.dzn","","10.04","mznc","1961"
"Gecode HR","nside","data/mznc2019/nside/full.mzn","data/mznc2019/nside/MEDIUM_200_50.dzn","","10.05","mznc","1962"
"Gecode HR","nside","data/mznc2019/nside/full.mzn","data/mznc2019/nside/MEDIUM_200_50.dzn","","10.19","mznc","1966"
