"configuration","problem","model","data_file","status","time","peakDepth","flatTime","failures","nodes","flatIntConstraints","eliminatedLinearConstraints","flatBoolVars","paths","run","nSolutions","propagations","solveTime","evaluatedHalfReifiedConstraints","variables","flatBoolConstraints","error","objectiveBound","propagators","restarts","openNodes","method","initTime","solutions","objective","flatIntVars","eliminatedImplications","evaluatedReifiedConstraints"
"Gurobi HR","radiation","data/mznc2020/radiation/radiation.mzn","data/mznc2020/radiation/i8-9.dzn","OPTIMAL_SOLUTION","0.33349158614873886","","0.202847","","1","1227","","","0","mznc","1","","0.2822","","","","","917","","","","minimize","","","917","1168","",""
"SCIP HR","is","data/mznc2020/is/model.mzn","data/mznc2020/is/v1HjuSBQMb.dzn","OPTIMAL_SOLUTION","5.299554776400328","","2.26556","","1","4217","214","578","0","mznc","1","","2.6807","1521","","","","454656","","","","minimize","","","454656","10073","","1834"
"SCIP HR","rcpsp-wet-diverse","data/mznc2019/rcpsp-wet-diverse/rcpsp-wet-diverse.mzn","data/mznc2019/rcpsp-wet-diverse/j60_19_6-wet-diverse-3.dzn","ERROR","","","117.76","","","420445","","","0","mznc","","","","30","","","758 POSTs [ 758,0,0,0,0,0,0,0,0,0, ], LINEQ [ 0,0,0,0,0,0,0,0,2, ], 2 / 2 vars, 2 cliques, 320 / 380 / 440 NSubIntv m/a/m, 0 / 15.3329 / 6402 SubIntvSize m/a/m, 0+0(0) clq eq_encoded  ... [/tmp/SCIPOptSuite/7.0.0/gompi-2020a/scipoptsuite-7.0.0/scip/src/blockmemshell/memory.c:2696] ERROR: Insufficient memory for reallocation of 581056 bytes.
[/tmp/SCIPOptSuite/7.0.0/gompi-2020a/scipoptsuite-7.0.0/scip/src/scip/cons_cumulative.c:12114] ERROR: Insufficient memory for reallocating buffer storage.
[cons_cumulative.c:12114] ERROR: Error <-1> in function call
[cons_cumulative.c:12180] ERROR: Error <-1> in function call
[cons_cumulative.c:13207] ERROR: Error <-1> in function call
[cons.c:4067] ERROR: Error <-1> in function call
[scip_solve.c:1003] ERROR: Error <-1> in function call
[scip_solve.c:1213] ERROR: Error <-1> in function call
[scip_solve.c:1213] ERROR: Error <-1> in function call
[scip_solve.c:1377] ERROR: Error <-1> in function call
[scip_solve.c:2398] ERROR: Error <-1> in function call
[scip_solve.c:2620] ERROR: Error <-1> in function call
[/home/dekker1/half-reif-benchmarks/software/minizinc/solvers/MIP/MIP_scip_wrap.cpp:899] ERROR: Error <-1> in function call
SCIP Error (-1): insufficient memory error
  MIPScipWrapper runtime error, see output:  
TERMINATING.
  MIPScipWrapper runtime error, see output:  
terminate called after throwing an instance of 'std::bad_alloc'
  what():  std::bad_alloc","","","","","maximize","","","","142094","","758"
"CBC HR","bnn-planner","data/mznc2020/bnn-planner/cellda_y_10s.mzn","","UNKNOWN","1195.2126225158572","","18.5769","","29","11382","","","0","mznc","0","","1173.8541","","","","","3","","","-1","minimize","","","1e+308","5521","","5070"
"CPLEX HR","lot-sizing","data/mznc2019/lot-sizing/lot_sizing_cp.mzn","data/mznc2019/lot-sizing/pigment15a.psp.dzn","SATISFIED","1200.1311927735806","","0.423698","","20497","1294","","210","0","mznc","1","","1199.4365","196","","","","868.631549664","","","9216","minimize","","","1207","4265","","729"
"Gecode HR","stable-goods","data/mznc2020/stable-goods/stable-goods-solution.mzn","data/mznc2020/stable-goods/s-d7.dzn","UNKNOWN","1200.294090848416","66","0.49841","4481915","8963851","10497","","5480","0","mznc","0","3634105730","1199.48","4680","10537","780","","","6518","0","","maximize","0.085408","0","","5054","","800"
"Gecode","multi-knapsack","data/mznc2019/multi-knapsack/mknapsack_global.mzn","data/mznc2019/multi-knapsack/mknap2-40.dzn","UNKNOWN","1200.0820216834545","62","0.052329","138044891","276089815","7","","","0","mznc","0","2357913676","1199.92","","96","","","","7","0","","maximize","0.000959","0","","96","",""
"Gurobi","ptv","data/mznc2019/ptv/pax_model.mzn","data/mznc2019/ptv/pax_period_20_2b.dzn","OPTIMAL_SOLUTION","1.3420672453939915","","1.16427","","0","1110","","","0","mznc","1","","1.2456","","","","","3077","","","","minimize","","","3077","3212","","1020"
"Gecode HR","amaze","data/mznc2019/amaze/amaze3.mzn","data/mznc2019/amaze/2012-03-29.dzn","SATISFIED","2.499515373259783","67","0.061308","68681","137382","887","","488","0","mznc","1","10031127","2.33988","408","1032","80","","","1047","0","","satisfy","0.005714","1","","428","","240"
"Gurobi HR","skill-allocation","data/mznc2020/skill-allocation/skill_allocation_only.mzn","data/mznc2020/skill-allocation/skill_allocation_mzn_3m_3.dzn","OPTIMAL_SOLUTION","831.1584178283811","","42.747","","101","260011","848","","0","mznc","1","","825.393","6217","","","","2","","","","minimize","","","2","157826","","68761"
"Gurobi","triangular","data/mznc2019/triangular/triangular.mzn","data/mznc2019/triangular/n37.dzn","SATISFIED","1200.8842372745275","","3.81587","","8","82252","","","0","mznc","1","","1200.2442","","","","","417.550301545","","","9","maximize","","","90","704","",""
"CBC HR","cable_tree_wiring","data/mznc2020/cable_tree_wiring/ctw.mzn","data/mznc2020/cable_tree_wiring/R189.dzn","UNKNOWN","1201.1893786787987","","5.43498","","","37459","","","0","mznc","","","","","","","","","","","","minimize","","","","35054","","6846"
"Gecode HR","cable_tree_wiring","data/mznc2020/cable_tree_wiring/ctw.mzn","data/mznc2020/cable_tree_wiring/A031.dzn","SATISFIED","1200.0819938071072","50","0.158415","34747230","69495798","678","","569","0","mznc","98","11018061378","1199.81","","966","290","","","968","0","","minimize","0.006343","98","24104","397","","281"
"Gurobi HR","amaze","data/mznc2019/amaze/amaze3.mzn","data/mznc2019/amaze/2012-07-27.dzn","UNKNOWN","1200.1435622498393","","0.443843","","110431","2949","","","0","mznc","0","","1199.419","631","","","","0","","","","satisfy","","","1e+308","2493","","1340"
"CPLEX","hoist-benchmark-for-minizinc","data/mznc2020/hoist-benchmark-for-minizinc/hoist-benchmark.mzn","data/mznc2020/hoist-benchmark-for-minizinc/PU_3_2_5.dzn","UNKNOWN","1200.3307807222009","","1.44259","","20075","10460","","","0","mznc","0","","1198.4253","","","","","491","","","3204","minimize","","","1e+308","4285","","3330"
"CPLEX HR","whirlpool","data/mznc2020/whirlpool/whirlpool-x.mzn","data/mznc2020/whirlpool/d12.dzn","UNKNOWN","1200.3305213674903","","1.48326","","2556","1780","","","0","mznc","0","","1198.3771","","","","","0","","","452","satisfy","","","1e+308","21742","","484"
"CPLEX","fox-geese-corn","data/mznc2019/fox-geese-corn/foxgeesecorn.mzn","data/mznc2019/fox-geese-corn/fgc_06_07_08_00.dzn","OPTIMAL_SOLUTION","195.00177384912968","","0.301858","","42730","2183","","","0","mznc","1","","194.5376","","","","","148","","","","maximize","","","148","1520","","627"
"CPLEX HR","pillars-and-planks","data/mznc2020/pillars-and-planks/pillars-planks-solution.mzn","data/mznc2020/pillars-and-planks/p-d17.dzn","UNKNOWN","1201.089476056397","","0.992186","","45069","6712","","41","0","mznc","0","","1186.4555","2548","","","","4","","","36876","minimize","","","1e+308","3691","","123"
"CBC","skill-allocation","data/mznc2020/skill-allocation/skill_allocation_only.mzn","data/mznc2020/skill-allocation/skill_allocation_mzn_3m_3.dzn","UNKNOWN","1201.3066605255008","","36.0075","","","251355","","","0","mznc","","","","","","","","","","","","minimize","","","","160362","","74750"
"CPLEX HR","steelmillslab","data/mznc2019/steelmillslab/steelmillslab.mzn","data/mznc2019/steelmillslab/bench_2_19.dzn","SATISFIED","1201.0863033682108","","3.37461","","32881","7457","","110","0","mznc","1","","1189.6632","110","","","","0","","","30142","minimize","","","111","18758","","12541"
"SCIP HR","stack-cuttingstock","data/mznc2019/stack-cuttingstock/stack-cutstock-cumu.mzn","data/mznc2019/stack-cuttingstock/d5.dzn","SATISFIED","1200.4150570444763","","0.12112","","257526","1122","","","0","mznc","1","","1199.7424","","","","","14.8927350087","","","8252","minimize","","","19","733","","204"
"SCIP","hrc","data/mznc2019/hrc/hrc.mzn","data/mznc2019/hrc/exp1-1-5460.dzn","OPTIMAL_SOLUTION","7.736370954662561","","0.600068","","1","2372","","41","0","mznc","1","","6.8153","","","","","9","","","","minimize","","","9","2707","","1367"
"SCIP","groupsplitter","data/mznc2019/groupsplitter/group.mzn","data/mznc2019/groupsplitter/u15g5pref0.dzn","ERROR","","","","","","","","","","mznc","","","","","","","MiniZinc: internal error: out of memory
terminate called after throwing an instance of 'std::bad_alloc'
  what():  std::bad_alloc","","","","","","","","","","",""
"Gecode","accap","data/mznc2019/accap/accap.mzn","data/mznc2019/accap/accap_instance9.dzn","SATISFIED","1200.163197785616","532","0.301233","1057092","2117472","8992","","","0","mznc","66","7595756189","1199.67","","532","","","","8993","0","","minimize","0.033872","66","2415","532","",""
"CBC","multi-knapsack","data/mznc2019/multi-knapsack/mknapsack_global.mzn","data/mznc2019/multi-knapsack/mknap2-2.dzn","OPTIMAL_SOLUTION","0.24816551804542542","","0.133599","","0","32","","","0","mznc","1","","0.0251","","","","","8722","","","-1","maximize","","","8722","91","",""
"SCIP","gbac","data/mznc2020/gbac/gbac.mzn","data/mznc2020/gbac/reduced_UD2-gbac.dzn","SATISFIED","1200.3842514529824","","0.698225","","72803","1849","","348","0","mznc","1","","1199.1677","","","","","377.521205683","","","3675","minimize","","","401","6146","","1134"
"SCIP","collaborative-construction","data/mznc2020/collaborative-construction/macc.mzn","data/mznc2020/collaborative-construction/46.dzn","OPTIMAL_SOLUTION","965.256614189595","","12.6202","","4617","85798","","4312","0","mznc","1","","949.512","","","","","6","","","","minimize","","","6","33383","","20575"
"SCIP HR","skill-allocation","data/mznc2020/skill-allocation/skill_allocation_only.mzn","data/mznc2020/skill-allocation/skill_allocation_mzn_3m_3.dzn","UNKNOWN","1201.4204567559063","","42.753","","","260011","848","","0","mznc","","","","6217","","","","","","","","minimize","","","","157826","","68761"
"CBC HR","is","data/mznc2020/is/model.mzn","data/mznc2020/is/Ws5Q6fhGi5.dzn","UNKNOWN","1201.1743837408721","","6.50155","","","7975","435","1054","0","mznc","","","","2877","","","","","","","","minimize","","","","18749","","3024"
"SCIP HR","lot-sizing","data/mznc2019/lot-sizing/lot_sizing_cp.mzn","data/mznc2019/lot-sizing/pigment20c.psp.dzn","SATISFIED","1200.5744886994362","","0.819691","","34049","2100","","380","0","mznc","1","","1198.9808","361","","","","1382.55352396","","","1312","minimize","","","2215","9461","","1274"
"Gurobi","stochastic-vrp","data/mznc2019/stochastic-vrp/vrp-s2-v2-c9_vrp-v2-c9_det.mzn","","SATISFIED","1200.2261449024081","","0.458034","","236687","3151","","360","0","mznc","1","","1199.8662","","","","","81","","","74980","minimize","","","190","1080","","1320"
"CBC","gbac","data/mznc2020/gbac/gbac.mzn","data/mznc2020/gbac/reduced_UD5-gbac.dzn","UNKNOWN","1201.1381630711257","","0.874241","","","2280","","144","0","mznc","","","","","","","","","","","","minimize","","","","6769","","612"
"Gecode","stochastic-vrp","data/mznc2019/stochastic-vrp/vrp-s5-v2-c6_vrp-v2-c6_det.mzn","","SATISFIED","1200.095373582095","64","0.058376","54934074","109868882","296","","","0","mznc","91","7154607205","1199.91","","296","","","","276","0","","minimize","0.00263","91","334","212","",""
"SCIP HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment30a.psp.dzn","SATISFIED","1200.7135817967355","","0.79084","","43565","2154","","360","0","mznc","1","","1199.0383","348","","","","82","","","14878","minimize","","","1283","6768","","1284"
"CBC HR","amaze","data/mznc2019/amaze/amaze3.mzn","data/mznc2019/amaze/2012-07-13.dzn","UNKNOWN","1198.9985688962042","","0.352322","","46324","2818","","","0","mznc","0","","1198.3672","585","","","","0","","","-1","satisfy","","","1e+308","2385","","1288"
"CPLEX","code-generator","data/mznc2020/code-generator/unison.mzn","data/mznc2020/code-generator/mips_gobmk.patterns.autohelperpat508.dzn","OPTIMAL_SOLUTION","1098.258786778897","","26.7985","","0","185058","","260","0","mznc","1","","1065.440599","","","","","34","","","","minimize","","","34","96013","","47186"
"CPLEX","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","UNKNOWN","1200.4886366724968","","2.16653","","18760","802","","18","0","mznc","0","","1197.6691","","","","","0","","","1374","minimize","","","1e+308","30596","","225"
"SCIP HR","bnn-planner","data/mznc2020/bnn-planner/inventory_4_8s.mzn","","OPTIMAL_SOLUTION","4.937842186540365","","3.21643","","1","3593","","","0","mznc","1","","1.1982","","","","","17","","","","minimize","","","17","1825","","1880"
"Gecode","pentominoes","data/mznc2020/pentominoes/pentominoes-int.mzn","data/mznc2020/pentominoes/04.dzn","SATISFIED","23.131507966667414","21","0.182395","9751","19517","17","","","0","mznc","1","161612","22.7622","","420","","","","17","0","","satisfy","0.069479","1","","400","",""
"CBC HR","fox-geese-corn","data/mznc2019/fox-geese-corn/foxgeesecorn.mzn","data/mznc2019/fox-geese-corn/fgc_06_07_08_00.dzn","UNKNOWN","1201.1184846796095","","0.217797","","","1523","180","","0","mznc","","","","240","","","","","","","","maximize","","","","834","","117"
"Gurobi","stable-goods","data/mznc2020/stable-goods/stable-goods-solution.mzn","data/mznc2020/stable-goods/s-d8.dzn","SATISFIED","1200.5613269358873","","2.57601","","11283","14206","","","0","mznc","1","","1200.1067","","","","","12737.3324977","","","4985","maximize","","","11730","11866","","4612"
"Gecode","radiation","data/mznc2020/radiation/radiation.mzn","data/mznc2020/radiation/i8-9.dzn","OPTIMAL_SOLUTION","0.18946341797709465","22","0.060671","1091","2186","667","","","0","mznc","1","82072","0.030166","","888","","","","195","0","","minimize","0.005225","1","917","888","",""
"CBC","code-generator","data/mznc2019/code-generator/unison.mzn","data/mznc2019/code-generator/mips_gobmk.patterns.autohelperpat1114.dzn","UNKNOWN","1159.057747632265","","31.2978","","0","197594","","329","0","mznc","0","","1120.0342","","","","","109.59122085","","","-1","minimize","","","1e+308","121872","","56634"
"CPLEX","zephyrus","data/mznc2019/zephyrus/zephyrus.mzn","data/mznc2019/zephyrus/12__6__6__3.dzn","OPTIMAL_SOLUTION","1.1548304036259651","","0.572236","","0","5312","","88","0","mznc","1","","0.3832","","","","","780","","","","minimize","","","780","2652","","533"
"CBC HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_12.mzn","","UNKNOWN","1184.837099198252","","3.84012","","50622","993","112","21","0","mznc","0","","1180.0589","266","","","","0","","","-1","minimize","","","1e+308","41372","","42"
"CBC","zephyrus","data/mznc2019/zephyrus/zephyrus.mzn","data/mznc2019/zephyrus/14__6__6__3.dzn","OPTIMAL_SOLUTION","33.97474155947566","","0.849704","","58","7160","","96","0","mznc","1","","32.8681","","","","","780","","","-1","minimize","","","780","3508","","589"
"CPLEX","tower_challenge","data/mznc2020/tower_challenge/tower.mzn","data/mznc2020/tower_challenge/tower_070_070_15_070-04.dzn","SATISFIED","1200.327779904008","","1.45803","","51892","9690","","1104","0","mznc","1","","1198.4077","","","","","70","","","8184","maximize","","","59","3600","","4178"
"CPLEX","radiation","data/mznc2020/radiation/radiation.mzn","data/mznc2020/radiation/i8-40.dzn","OPTIMAL_SOLUTION","5.431088473647833","","0.672222","","2937","5635","","","0","mznc","1","","4.5108","","","","","4040","","","","minimize","","","4040","5595","",""
"CPLEX HR","pentominoes","data/mznc2020/pentominoes/pentominoes-int.mzn","data/mznc2020/pentominoes/04.dzn","ERROR","","","","","","","","","","mznc","","","","","","","MiniZinc stopped with a non-zero exit code, but did not output an error message. ","","","","","","","","","","",""
"Gecode","pillars-and-planks","data/mznc2020/pillars-and-planks/pillars-planks-solution.mzn","data/mznc2020/pillars-and-planks/p-d10.dzn","UNKNOWN","1200.0651793591678","72","0.04885","43060651","86121318","268","","32","0","mznc","0","5233951393","1199.92","","235","16","","","286","0","","minimize","0.002494","0","","203","","32"
"Gurobi","tower_challenge","data/mznc2020/tower_challenge/tower.mzn","data/mznc2020/tower_challenge/tower_070_070_15_100-05.dzn","SATISFIED","1200.5103491544724","","2.03585","","2705","13997","","1600","0","mznc","1","","1200.0915","","","","","100","","","916","maximize","","","59","5117","","6036"
"CBC","cable_tree_wiring","data/mznc2020/cable_tree_wiring/ctw.mzn","data/mznc2020/cable_tree_wiring/R046.dzn","SATISFIED","1196.585569228977","","2.00138","","1518","12186","","","0","mznc","1","","1193.8896","","","","","4.16941937407","","","-1","minimize","","","2688944","10380","","2191"
"CBC HR","steelmillslab","data/mznc2019/steelmillslab/steelmillslab.mzn","data/mznc2019/steelmillslab/bench_17_7.dzn","UNKNOWN","1201.181778240949","","2.77014","","","7457","","110","0","mznc","","","","110","","","","","","","","minimize","","","","20423","","12541"
"Gecode","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment30a.psp.dzn","SATISFIED","1200.0932366251945","56","0.064824","32560782","65121659","174","","87","0","mznc","37","3015017477","1199.91","","200","58","","","261","0","","minimize","0.002636","37","1257","113","","87"
"CPLEX HR","soccer-computational","data/mznc2020/soccer-computational/ecp.mzn","data/mznc2020/soccer-computational/xIGData_28_22_7_4.dzn","SATISFIED","22.746389906853437","","1.12464","","1324","7434","","","0","mznc","1","","21.3246","","","","","0","","","","satisfy","","","0","6930","","2646"
